Year,Month,City,Address,Prov,Country,Identifier,Area,UoM,Tenure,Latitude,Agent,Longitude
2019,JUL,Nazko,9594 Nazko Rd.,BC,CA,B0077487,80.3,SQ-M,Owned,52.93348889,Mukesh,-123.5684306
2019,JUL,Nazko,9594 Nazko Rd.,BC,CA,N0001246,8.204,HA,Owned,,Mukesh,
2019,JUL,Nazko,9594 Nazko Rd. ,BC,CA,B0043984,9.29,SQ-M,Owned,52.93248889,Mukesh,-123.5677833
2019,JUL,Nelson,102 Mcdonald Dr.,BC,CA,N0091358,0.0557,HA,Leased,,Mukesh,
2019,JUL,Nelson,1907 Ridgewood Rd.,BC,CA,B0087437,426.3,SQ-M,Owned,49.55156667,Mukesh,-117.2578472
2019,JUL,Nelson,1907 Ridgewood Rd.,BC,CA,B0087452,16.2,SQ-M,Owned,49.55069775,Mukesh,-117.2577935
2019,JUL,Nelson,1907 Ridgewood Rd.,BC,CA,B0087460,1711.8,SQ-M,Owned,49.55093889,Mukesh,-117.2575833
2019,JUL,Nelson,1907 Ridgewood Rd.,BC,CA,N0001509,2.8329,HA,Owned,,Mukesh,
2019,JUL,Nelson,212 Stanley St.,BC,CA,N0001825,0.1786,HA,Owned,,Mukesh,
2019,JUL,Nelson,310 Ward St.,BC,CA,B0092354,2859.77,SQ-M,Leased,49.49319444,Mukesh,-117.296
2019,JUL,Nelson,320 Ward St.,BC,CA,B0032771,1787.2,SQ-M,Owned,49.49291667,Mukesh,-117.2953333
2019,JUL,Nelson,320 Ward St.,BC,CA,N0092347,0.821,HA,Owned,,Mukesh,
2019,JUL,Nelson,333 Victoria St.,BC,CA,B0078217,6948.83,SQ-M,Owned,49.49080556,Mukesh,-117.29525
2019,JUL,Nelson,333 Victoria St.,BC,CA,N0001276,0.223,HA,Owned,,Mukesh,
2019,JUL,Nelson,403 Vernon St.,BC,CA,B0032789,472.6,SQ-M,Owned,49.49255556,Mukesh,-117.2960278
2019,JUL,Nelson,403 Vernon St.,BC,CA,N0092346,0.195,HA,Owned,,Mukesh,
2019,JUL,Nelson,820 Nelson Ave.,BC,CA,B0032979,427.4,SQ-M,Owned,49.50622222,Mukesh,-117.2789444
2019,JUL,Nelson,91 Government Rd.,BC,CA,B0075895,20,SQ-M,Owned,49.48740833,Mukesh,-117.3029639
2019,JUL,Nelson,91 Government Rd.,BC,CA,N0001607,0.2024,HA,Owned,,Mukesh,
2019,JUL,Nelson,Anabelle Road,BC,CA,N2000443,0.619,HA,Owned,,Mukesh,
2019,JUL,New Westminster,1015 Columbia St.,BC,CA,B0067723,884.03,SQ-M,Leased,49.2002472,Mukesh,-122.9170249
2019,JUL,New Westminster,1065 Columbia St.,BC,CA,B0067506,508.17,SQ-M,Leased,49.20072222,Mukesh,-122.9193056
2019,JUL,New Westminster,237 E. Columbia St.,BC,CA,B0064287,596.43,SQ-M,Leased,49.224749,Mukesh,-122.892814
2019,JUL,New Westminster,315 Mcbride Blvd.,BC,CA,N0001532,3.84,HA,Owned,,Mukesh,
2019,JUL,New Westminster,651 Carnarvon St.,BC,CA,B0046979,11750.6,SQ-M,Owned,49.20366667,Mukesh,-122.9110556
2018,JUL,New Westminster,651 Carnarvon St.,BC,CA,N0001131,0.5423,HA,Owned,,Mukesh,
2018,JUL,New Westminster,668 Carnarvon St.,BC,CA,B0067502,822.57,SQ-M,Leased,49.203288,Mukesh,-122.910316
2018,JUL,New Westminster,774 Columbia St.,BC,CA,B0092710,369.47,SQ-M,Leased,49.201283,Mukesh,-122.911116
2018,JUL,New Westminster,80 6th St.,BC,CA,B0054288,456.9,SQ-M,Leased,49.205044,Mukesh,-122.909954
2018,JUL,New Westminster,88 10th St.,BC,CA,B0092061,315.03,SQ-M,Leased,49.2015591,Mukesh,-122.916948
2018,JUL,New Westminster,960 Quayside Dr.,BC,CA,B0090036,632.74,SQ-M,Leased,49.199801,Mukesh,-122.914039
2018,JUL,North Saanich,10382 Patricia Bay Hwy.,BC,CA,N0001052,4.334,HA,Owned,,Mukesh,
2018,JUL,North Vancouver,1200 Lynn Valley Rd.,BC,CA,B0067717,417.2,SQ-M,Leased,49.33591,Mukesh,-123.040525
2018,JUL,North Vancouver,200 E. 23rd St.,BC,CA,B0072611,3817.1,SQ-M,Owned,49.33061111,Mukesh,-123.0683889
2018,JUL,North Vancouver,200 E. 23rd St.,BC,CA,B1002507,53.87,SQ-M,Owned,49.331009,Mukesh,-123.068684
2018,JUL,North Vancouver,221 W. Esplanade,BC,CA,B0092161,525,SQ-M,Leased,49.312593,Mukesh,-123.08332
2018,JUL,North Vancouver,224 W. Esplanade,BC,CA,B0092604,718.4,SQ-M,Leased,49.312712,Mukesh,-123.083339
2018,JUL,North Vancouver,233 W. 1st St.,BC,CA,B0068189,434.4,SQ-M,Leased,49.313503,Mukesh,-123.082776
2018,JUL,North Vancouver,24th & Georges St.,BC,CA,N0001432,0.752,HA,Owned,,Mukesh,
2018,JUL,North Vancouver,902 W. 16th St.,BC,CA,B1002693,371.62,SQ-M,Owned,49.32351,Mukesh,-123.098577
2018,JUL,North Vancouver,902 West 16th St.,BC,CA,N2000568,0.0502,HA,Owned,,Mukesh,
2018,JUL,Oliver,200 Enterprise Way,BC,CA,B1002619,29870.41,SQ-M,Owned,49.23657,Mukesh,-119.529616
2018,JUL,Oliver,200 Enterprise Way,BC,CA,N2000513,14.5687,HA,Leased,,Mukesh,
2018,JUL,Oliver,583 Fairview Rd.,BC,CA,B0027003,1399.8,SQ-M,Owned,49.18091667,Mukesh,-119.5532222
2018,JUL,Oliver,583 Fairview Rd.,BC,CA,N0001195,0.21,HA,Owned,,Mukesh,
2018,JUL,Oliver,5917 Airport St.,BC,CA,B0067367,580,SQ-M,Leased,49.179175,Mukesh,-119.549785
2018,JUL,Osoyoos,9912 Highway #3,BC,CA,N2000460,0.2392,HA,Leased,,Mukesh,
2018,JUL,Osoyoos,9912 Hwy. 3,BC,CA,B0092624,470.6,SQ-M,Owned,49.036,Mukesh,-119.4777778
2018,JUL,Parksville,154 Middleton Ave.,BC,CA,B0092104,51.1,SQ-M,Leased,49.32005,Mukesh,-124.311155
2018,JUL,Parksville,198 Morrison Ave.,BC,CA,B0055095,75.25,SQ-M,Leased,49.3211115,Mukesh,-124.3168186
2018,JUL,Parksville,494 Bay Ave.,BC,CA,B1002493,870.12,SQ-M,Leased,49.325721,Mukesh,-124.327474
2018,JUL,Pemberton,1366 Aster St.,BC,CA,B0090035,739.8,SQ-M,Leased,50.32111111,Mukesh,-122.80875
2018,JUL,Penticton,100 Main St.,BC,CA,B0022236,1962.6,SQ-M,Owned,49.501743,Mukesh,-119.5934167
2018,JUL,Penticton,100 Main St.,BC,CA,N0001197,0.8697,HA,Owned,,Mukesh,
2019,JUL,Penticton,102 Industrial Pl.,BC,CA,B0065326,2336.7,SQ-M,Leased,49.47808889,Mukesh,-119.5947861
2019,JUL,Penticton,102 Industrial Pl.,BC,CA,B0078048,49.3,SQ-M,Leased,49.47762222,Mukesh,-119.5951278
2019,JUL,Penticton,102 Industrial Pl.,BC,CA,B0092228,106.7,SQ-M,Leased,49.47771389,Mukesh,-119.5957389
2019,JUL,Penticton,102 Industrial Pl.,BC,CA,B0092245,44.7,SQ-M,Leased,49.4776,Mukesh,-119.5953778
2019,JUL,Penticton,105 Martin St.,BC,CA,B1002266,447.42,SQ-M,Leased,49.5007703,Mukesh,-119.5950325
2019,JUL,Penticton,1274 Main St.,BC,CA,B0067533,557.4,SQ-M,Leased,49.485732,Mukesh,-119.586424
2019,JUL,Penticton,1301 Main St.,BC,CA,B0067390,234.9,SQ-M,Leased,49.484798,Mukesh,-119.586105
2019,JUL,Penticton,152 Main St.,BC,CA,B0027136,378.6,SQ-M,Owned,49.50113889,Mukesh,-119.5934722
2019,JUL,Penticton,1873 Main St.,BC,CA,B0067407,302.67,SQ-M,Leased,49.477719,Mukesh,-119.584027
2019,JUL,Penticton,254 Haynes St.,BC,CA,B0067542,856.3,SQ-M,Leased,49.49827778,Mukesh,-119.5983056
2019,JUL,Penticton,40 Calgary Ave.,BC,CA,B0061788,423.94,SQ-M,Leased,49.485822,Mukesh,-119.586452
2019,JUL,Penticton,444 Ellis St.,BC,CA,B1002399,281.77,SQ-M,Leased,49.497406,Mukesh,-119.590693
2019,JUL,Penticton,740 Carmi Ave.,BC,CA,B0078266,3726,SQ-M,Owned,49.48211111,Mukesh,-119.5754444
2019,JUL,Penticton,740 Carmi Ave.,BC,CA,N0001838,1.1085,HA,Owned,,Mukesh,
2019,JUL,Port Alberni,2999 4th Ave.,BC,CA,B0072603,2021.8,SQ-M,Owned,49.23308333,Mukesh,-124.8055
2019,JUL,Port Alberni,2999 4th Ave.,BC,CA,N0091432,0.4273,HA,Owned,,Mukesh,
2019,JUL,Port Alberni,3019 4th Ave,BC,CA,B1002369,427.35,SQ-M,Leased,49.2337868,Mukesh,-124.806106
2019,JUL,Port Alberni,4070 8th Ave.,BC,CA,B0067818,718.98,SQ-M,Leased,49.249844,Mukesh,-124.800598
2019,JUL,Port Alberni,4088 8th Ave.,BC,CA,B0067539,732.3,SQ-M,Leased,49.250064,Mukesh,-124.800598
2019,JUL,Port Alberni,4760 Roger St.,BC,CA,B0078213,377.1,SQ-M,Owned,49.25419444,Mukesh,-124.8042222
2019,JUL,Port Alberni,4760 Roger St.,BC,CA,N0001873,0.335,HA,Owned,,Mukesh,
2019,JUL,Port Alberni,4780 Roger St.,BC,CA,B0078406,513.5,SQ-M,Owned,49.25411111,Mukesh,-124.8045556
2019,JUL,Port Alberni,4833 Southgate Rd.,BC,CA,B0092623,80.54,SQ-M,Leased,49.257841,Mukesh,-124.808937
2019,JUL,Port Alberni,4885 Cherry Creek Rd.,BC,CA,B0091669,1608.1,SQ-M,Leased,49.26325556,Mukesh,-124.7877778
2019,JUL,Port Alberni,4885 Cherry Creek Rd.,BC,CA,B0092269,111.5,SQ-M,Leased,49.26281389,Mukesh,-124.7871444
2019,JUL,Port Clements,12 Park St.,BC,CA,B0067214,143.63,SQ-M,Leased,53.685537,Mukesh,-132.182631
2019,JUL,Port Coquitlam,1451 Kingsway,BC,CA,N0090204,4.25,HA,Owned,,Mukesh,
2019,JUL,Port Coquitlam,1451 Kingsway Ave.,BC,CA,B0091374,15867.4,SQ-M,Owned,49.25058333,Mukesh,-122.7535278
2019,JUL,Port Coquitlam,1451 Kingsway Ave.,BC,CA,B1002331,1072,SQ-M,Owned,49.25058333,Mukesh,-122.7535278
2019,JUL,Port Coquitlam,2062  Manning St.,BC,CA,B0092636,391.9,SQ-M,Leased,49.268294,Mukesh,-122.770962
2019,JUL,Port Coquitlam,2099 Lougheed Hwy.,BC,CA,B0092353,720.18,SQ-M,Leased,49.266774,Mukesh,-122.774249
2019,JUL,Port Coquitlam,2580 Mary Hill Rd,BC,CA,N0001551,1.3,HA,Owned,,Mukesh,
2019,JUL,Port Coquitlam,2620 Mary Hill Rd.,BC,CA,B0078604,9596.1,SQ-M,Owned,49.26172222,Mukesh,-122.7770833
2019,JUL,Port Hardy,8755 Gray St.,BC,CA,B0092629,560.2,SQ-M,Leased,50.720058,Mukesh,-127.494105
2019,JUL,Port Hardy,8785 Gray St.,BC,CA,B0067822,212.1,SQ-M,Leased,50.7195448,Mukesh,-127.4951407
2019,JUL,Port Hardy,9250 Trustee Rd.,BC,CA,B0068245,596.1,SQ-M,Leased,50.71840556,Mukesh,-127.5050639
2019,JUL,Port Mcneill,2217 Mine Road Pl.,BC,CA,B0063990,2043.9,SQ-M,Leased,50.58,Mukesh,-127.0805556
2019,JUL,Port Moody,205 Newport Dr.,BC,CA,B0091800,739.13,SQ-M,Leased,49.282407,Mukesh,-122.827813
2019,JUL,Port Moody,3003 St. Johns St.,BC,CA,B0068009,854.3,SQ-M,Leased,49.276683,Mukesh,-122.845113
2019,JUL,Powell River,6944 Alberni St.,BC,CA,B0067786,789.6,SQ-M,Leased,49.84487,Mukesh,-124.523485
2019,JUL,Powell River,6953 Alberni St.,BC,CA,B0015669,2013.3,SQ-M,Owned,49.84572222,Mukesh,-124.5229722
2019,JUL,Powell River,6953 Alberni St.,BC,CA,N0001090,0.86,HA,Owned,,Alford,
2019,JUL,Powell River,6975 Alberni St.,BC,CA,B0090218,64.9,SQ-M,Leased,49.846176,Alford,-124.521014
2019,JUL,Powell River,7077 Duncan St.,BC,CA,B0061937,1440.5,SQ-M,Leased,49.83641667,Alford,-124.51725
2019,JUL,Prince George,1011 4th Ave.,BC,CA,B0043406,13593.36,SQ-M,Leased,53.91477778,Alford,-122.7424167
2019,JUL,Prince George,1108 - 3rd. Ave.,BC,CA,B1002251,133.22,SQ-M,Leased,53.9161043,Alford,-122.7428265
2019,JUL,Prince George,1160 7th Ave.,BC,CA,B0067215,652.8,SQ-M,Leased,53.913575,Alford,-122.74717
2019,JUL,Prince George,1200 La Salle Ave.,BC,CA,B0092307,618.84,SQ-M,Leased,53.89744444,Alford,-122.7453333
2019,JUL,Prince George,1211 Gunn Rd.,BC,CA,B0077867,4853.7,SQ-M,Owned,53.90241667,Alford,-122.7060278
2019,JUL,Prince George,1211 Gunn Rd.,BC,CA,B0078593,272,SQ-M,Owned,53.901199,Alford,-122.703583
2019,JUL,Prince George,1211 Gunn Rd.,BC,CA,B0091653,48.77,SQ-M,Owned,53.901199,Alford,-122.703583
2019,JUL,Prince George,1211 Gunn Rd.,BC,CA,B1002738,123.56,SQ-M,Owned,,Alford,
2019,JUL,Prince George,1211 Gunn Rd.,BC,CA,N0001655,9.596,HA,Owned,,Alford,
2019,JUL,Prince George,1211 Gunn Road,BC,CA,N0092363,5.52,HA,Owned,,Ravi Kumar,
2019,JUL,Prince George,1411 - 3rd Ave.,BC,CA,B1002278,2250.04,SQ-M,Leased,53.91741667,Ravi Kumar,-122.7480278
2019,JUL,Prince George,1441 7th Ave.,BC,CA,B0090205,1067.72,SQ-M,Leased,53.914414,Ravi Kumar,-122.750134
2019,JUL,Prince George,1444 Edmonton St.,BC,CA,B0046987,3242.78,SQ-M,Owned,53.91136111,Ravi Kumar,-122.7621667
2019,JUL,Prince George,1444 Edmonton St.,BC,CA,N0001427,0.79,HA,Leased,,Ravi Kumar,
2019,JUL,Prince George,1445 10th Ave.,BC,CA,B0067967,496.84,SQ-M,Leased,53.911992,Ravi Kumar,-122.751811
2019,JUL,Prince George,1475 10th Ave.,BC,CA,B0092670,195.09,SQ-M,Leased,53.91227,Ravi Kumar,-122.75274
2019,JUL,Prince George,1488 4th Ave.,BC,CA,B0092494,659.8,SQ-M,Leased,53.917083,Ravi Kumar,-122.749596
2019,JUL,Prince George,155 Mcdermid Dr.,BC,CA,B0092694,1191.76,SQ-M,Leased,53.9320919,Ravi Kumar,-122.7994073
2019,JUL,Prince George,1577 7th Ave.,BC,CA,B0067284,1206.3,SQ-M,Leased,53.915244,Ravi Kumar,-122.752894
2019,JUL,Prince George,1594 7th Ave.,BC,CA,B0067955,420.4,SQ-M,Leased,53.915344,Ravi Kumar,-122.753206
2019,JUL,Prince George,1600 - 3rd Ave.,BC,CA,B1002250,635.45,SQ-M,Leased,53.9185946,Ravi Kumar,-122.7516702
2019,JUL,Prince George,1600 15th Ave.,BC,CA,B0091420,1916.42,SQ-M,Leased,53.91152778,Ravi Kumar,-122.7592778
2019,JUL,Prince George,1669 Victoria St.,BC,CA,B1002249,192.5,SQ-M,Leased,53.9084626,Ravi Kumar,-122.7551231
2019,JUL,Prince George,1705 3rd Ave.,BC,CA,B0091864,487.09,SQ-M,Leased,53.918914,Ravi Kumar,-122.752805
2019,JUL,Prince George,1750 Quinn St.,BC,CA,B0067309,204.4,SQ-M,Leased,53.90836111,Ravi Kumar,-122.7911389
2019,JUL,Prince George,1788 Diefenbaker Dr.,BC,CA,B0092612,232.3,SQ-M,Leased,53.900344,Ravi Kumar,-122.760315
2019,JUL,Prince George,2000 Ospika,BC,CA,N0090273,1.118,HA,Owned,,Ravi Kumar,
2019,JUL,Prince George,2000 Ospika Blvd,BC,CA,N0092267,1.213,HA,Owned,,Ravi Kumar,
2019,JUL,Prince George,2000 Ospika Blvd.,BC,CA,B0078026,2041,SQ-M,Owned,53.90442222,Ravi Kumar,-122.7964722
2019,JUL,Prince George,2000 Ospika Blvd.,BC,CA,B0083063,684.44,SQ-M,Owned,53.90456111,Ravi Kumar,-122.7955056
2019,JUL,Prince George,2000 Ospika Blvd.,BC,CA,B0083089,640.53,SQ-M,Owned,53.904125,Ravi Kumar,-122.7954972
2019,JUL,Prince George,2000 Ospika Blvd.,BC,CA,N0092268,0.269,HA,Owned,,Ravi Kumar,
2019,JUL,Prince George,2155 - 10th Ave.,BC,CA,B1002252,88.44,SQ-M,Leased,53.9154296,Ravi Kumar,-122.7662975
2019,JUL,Prince George,2275 Quinn St.,BC,CA,B0036673,71.14,SQ-M,Owned,53.9010261,Ravi Kumar,-122.791801
2019,JUL,Prince George,250 George St.,BC,CA,B0078515,10275.2,SQ-M,Owned,53.91613889,Ravi Kumar,-122.7416389
2019,JUL,Prince George,250 George Street,BC,CA,N0090179,0.736,HA,Owned,,Ravi Kumar,
2019,JUL,Prince George,2809 Ferry Ave.,BC,CA,B0090209,394,SQ-M,Leased,53.888079,Ravi Kumar,-122.779752
2019,JUL,Prince George,282 2nd Ave.,BC,CA,B0058214,385.6,SQ-M,Leased,53.91336111,Ravi Kumar,-122.7291944
2019,JUL,Prince George,299 Victoria St.,BC,CA,B0066043,4738.98,SQ-M,Leased,53.91822222,Ravi Kumar,-122.7493056
2019,JUL,Prince George,3235 Westwood Dr.,BC,CA,B0068248,477,SQ-M,Leased,53.88783333,Ravi Kumar,-122.7798889
2019,JUL,Prince George,325 Brunswick St.,BC,CA,B1002337,423.17,SQ-M,Leased,53.9178565,Ravi Kumar,-122.7473301
2019,JUL,Prince George,3695 Opie Cres.,BC,CA,B0068156,921.6,SQ-M,Leased,53.90113889,Ravi Kumar,-122.7932778
2019,JUL,Prince George,3732 Opie Crescent,BC,CA,N0001328,0.9731,HA,Owned,,Ravi Kumar,
2019,JUL,Prince George,3732/3740 Opie Cres.,BC,CA,B0036624,1310.43,SQ-M,Owned,53.90147222,Ravi Kumar,-122.7926111
2019,JUL,Prince George,3980 22nd Ave.,BC,CA,B0078539,7.47,SQ-M,Owned,53.90338333,Ravi Kumar,-122.796975
2019,JUL,Prince George,3980 22nd Ave.,BC,CA,B0078566,32,SQ-M,Owned,53.90328056,Ravi Kumar,-122.7969361
2019,JUL,Prince George,3980 22nd Ave.,BC,CA,B0083071,1915.6,SQ-M,Owned,53.90319167,Ravi Kumar,-122.7963056
2019,JUL,Prince George,3980 22nd Ave.,BC,CA,N0001485,1.45,HA,Owned,,Ravi Kumar,
2019,JUL,Prince George,410 3rd Ave.,BC,CA,B0050492,613.16,SQ-M,Leased,53.91330556,Ravi Kumar,-122.7318889
2019,JUL,Prince George,4186 - 15th Ave.,BC,CA,B1002253,214.61,SQ-M,Leased,53.9104608,Ravi Kumar,-122.8018637
2019,JUL,Prince George,498 Queensway St.,BC,CA,B0063651,115.57,SQ-M,Leased,53.91428333,Ravi Kumar,-122.7417417
2019,JUL,Prince George,499 George St.,BC,CA,B1002532,4337.84,SQ-M,Owned,53.914583,Ravi Kumar,-122.743969
2019,JUL,Prince George,499 George St.,BC,CA,N2000561,0.1182,HA,Leased,,Ravi Kumar,
2019,JUL,Prince George,4th Ave. & Ontario,BC,CA,N0001518,0.2951,HA,Owned,,Ravi Kumar,
2019,JUL,Prince George,510 & 540 Carney St.,BC,CA,B0067935,925.8,SQ-M,Leased,53.920485,Ravi Kumar,-122.769285
2019,JUL,Prince George,587 Hwy 16 East,BC,CA,N2000539,4.814,HA,Owned,,Ravi Kumar,
2019,JUL,Prince George,795 Hwy. 16 E.,BC,CA,B0072694,17.5,SQ-M,Owned,53.90726297,Ravi Kumar,-122.7124786
2019,JUL,Prince George,795 Hwy. 16 E.,BC,CA,B0078529,13694,SQ-M,Owned,53.90783333,Ravi Kumar,-122.7089167
2019,JUL,Prince George,795 Hwy. 16 E.,BC,CA,B0092126,3464.5,SQ-M,Owned,53.90697222,Ravi Kumar,-122.7121667
2019,JUL,Prince George,795 Hwy. 16 E.,BC,CA,B1002329,140.47,SQ-M,Owned,54.817589,Ravi Kumar,-127.196542
2019,JUL,Prince George,795 Hwy.16 E.,BC,CA,N0001322,19.129,HA,Owned,,Ravi Kumar,
2019,JUL,Prince Rupert,100 Market Pl.,BC,CA,B0040295,2112.5,SQ-M,Owned,54.31652778,Ravi Kumar,-130.3205583
2019,JUL,Prince Rupert,132 W. 1st Ave.,BC,CA,B0067235,312.1,SQ-M,Leased,54.316011,Ravi Kumar,-130.323566
2019,JUL,Prince Rupert,201 W. 3rd Ave.,BC,CA,B0067985,271.8,SQ-M,Leased,54.31425,Ravi Kumar,-130.322299
2019,JUL,Prince Rupert,309 W. 2nd Ave.,BC,CA,B0057364,2079.67,SQ-M,Leased,54.31397222,Ravi Kumar,-130.3244722
2019,JUL,Prince Rupert,316 3rd Ave,BC,CA,B1002680,546.27,SQ-M,Leased,54.313349,Ravi Kumar,-130.324168
2019,JUL,Prince Rupert,Market Place,BC,CA,N0001368,0.635,HA,Owned,,Ravi Kumar,
2019,JUL,Princeton,136 Tapton Ave.,BC,CA,B0091785,202.16,SQ-M,Leased,49.458059,Anderson,-120.507403
2019,JUL,Queen Charlotte,1006 2nd Ave.,BC,CA,B0078061,35.7,SQ-M,Owned,53.256058,Anderson,-132.105782
2019,JUL,Queen Charlotte,1229 Oceanview Dr.,BC,CA,B0067301,1621.5,SQ-M,Leased,53.25318889,Anderson,-132.1153389
2019,JUL,Queen Charlotte,1229 Oceanview Dr.,BC,CA,B0078125,110,SQ-M,Leased,53.25336111,Anderson,-132.1156389
2019,JUL,Queen Charlotte,1229 Oceanview Dr.,BC,CA,B0078126,29.6,SQ-M,Leased,53.25402778,Anderson,-132.1160278
2019,JUL,Queen Charlotte,1229 Oceanview Dr.,BC,CA,B0091752,90.6,SQ-M,Owned,53.25386111,Anderson,-132.1159444
2019,JUL,Queen Charlotte,133 3rd Ave.,BC,CA,B0084178,174,SQ-M,Owned,53.25535,Anderson,-132.079972
2019,JUL,Queen Charlotte,216 Oceanview Dr.,BC,CA,B0067941,491.5,SQ-M,Leased,53.254698,Anderson,-132.081149
2019,JUL,Queen Charlotte,3429 3rd Ave.,BC,CA,B0084202,152.7,SQ-M,Owned,53.25452778,Anderson,-132.0623889
2019,JUL,Queen Charlotte,3429 3rd Ave. ,BC,CA,B0084236,10.4,SQ-M,Owned,53.254699,Anderson,-132.062223
2019,JUL,Queen Charlotte,3507 3rd Ave.,BC,CA,B0070631,11.9,SQ-M,Owned,53.254758,Anderson,-132.060287
2019,JUL,Quesnel,163 Kinchant St.,BC,CA,B0067993,1134,SQ-M,Leased,52.982898,Anderson,-122.494399
2019,JUL,Quesnel,322 Johnston Ave,BC,CA,N0092261,0.405,HA,Owned,,Anderson,
2019,JUL,Quesnel,322 Johnston Ave,BC,CA,N0092262,0.481,HA,Owned,,Anderson,
2019,JUL,Quesnel,322 Johnston Ave.,BC,CA,B0082297,1670.3,SQ-M,Owned,52.96938333,Anderson,-122.4931639
2019,JUL,Quesnel,322 Johnston Ave.,BC,CA,B0082339,68.43,SQ-M,Owned,52.96869722,Anderson,-122.4921139
2019,JUL,Quesnel,322 Johnston Ave.,BC,CA,B0082347,250.23,SQ-M,Owned,52.968675,Anderson,-122.4926472
2019,JUL,Quesnel,322 Johnston Ave.,BC,CA,B0082354,96.44,SQ-M,Owned,52.96866111,Anderson,-122.493
2019,JUL,Quesnel,322 Johnston Ave.,BC,CA,N0001480,1.044,HA,Owned,,Anderson,
2019,JUL,Quesnel,350 Barlow,BC,CA,N0001247,0.4856,HA,Owned,,Anderson,
2019,JUL,Quesnel,350 Barlow Ave.,BC,CA,B0031526,3444.5,SQ-M,Owned,52.97716667,Anderson,-122.4945
2019,JUL,Quesnel,395 Elliot St.,BC,CA,B1002334,500.93,SQ-M,Leased,52.97788889,Anderson,-122.5047028
2019,JUL,Quesnel,410 Kinchant St.,BC,CA,B0092559,299.14,SQ-M,Leased,52.9795,Anderson,-122.4936667
2019,JUL,Quesnel,644-674 Front St.,BC,CA,B1002272,555.75,SQ-M,Leased,52.982717,Anderson,-122.4989392
2019,JUL,Revelstoke,1113 West 2nd St.,BC,CA,B0092054,258.41,SQ-M,Leased,51.00452778,Anderson,-118.2076111
2019,JUL,Revelstoke,1761 Big Eddy Rd.,BC,CA,B0077855,404.7,SQ-M,Owned,50.99754167,Anderson,-118.2229056
2019,JUL,Revelstoke,1761 Big Eddy Rd.,BC,CA,B0086868,897.7,SQ-M,Owned,50.99741389,Anderson,-118.2219361
2019,JUL,Revelstoke,1761 Big Eddy Rd.,BC,CA,B0086876,158.9,SQ-M,Owned,50.99754444,Anderson,-118.2226028
2019,JUL,Revelstoke,1761 Big Eddy Rd.,BC,CA,B0086892,27.4,SQ-M,Owned,50.99713056,Anderson,-118.2229111
2019,JUL,Revelstoke,1761 Big Eddy Rd.,BC,CA,B0086900,35.3,SQ-M,Owned,50.9978526,Anderson,-118.2246065
2019,JUL,Revelstoke,1761 Big Eddy Rd.,BC,CA,B0086918,50.4,SQ-M,Owned,50.99693889,Anderson,-118.2229167
2019,JUL,Revelstoke,1761 Big Eddy Rd.,BC,CA,N0001508,0.8098,HA,Owned,,Anderson,
2019,JUL,Revelstoke,1761 Big Eddy Road,BC,CA,N0092248,0.3505,HA,Owned,,Anderson,
2019,JUL,Revelstoke,1761 Big Eddy Road,BC,CA,N0092249,0.2416,HA,Owned,,Anderson,
2019,JUL,Revelstoke,210 Garden Ave.,BC,CA,B0067563,315.9,SQ-M,Leased,51.001697,Anderson,-118.200358
2019,JUL,Revelstoke,555 Victoria Rd.,BC,CA,B0067041,395.01,SQ-M,Leased,51.00147222,Anderson,-118.1993333
2018,JUL,Richmond,10551 Shellbridge Way,BC,CA,B0068075,331.3,SQ-M,Leased,49.187047,Anderson,-123.10724
2018,JUL,Richmond,3688 Cessna Dr.,BC,CA,B1002628,218.4,SQ-M,Leased,49.18876,Anderson,-123.142669
2018,JUL,Richmond,3999 Williams Rd,BC,CA,N0092716,0.0614,HA,Owned,,Anderson,
2018,JUL,Richmond,3999 Williams Rd.,BC,CA,B0092717,341.77,SQ-M,Owned,49.14125,Anderson,-123.1816944
2018,JUL,Richmond,4600 Jacombs Rd.,BC,CA,B0091825,3723.23,SQ-M,Leased,49.17977778,Anderson,-123.0794167
2018,JUL,Richmond,5611 Cooney Rd.,BC,CA,B0092544,245.07,SQ-M,Leased,49.173109,Anderson,-123.131562
2018,JUL,Richmond,5760 Minoru Blvd.,BC,CA,B0068086,943.4,SQ-M,Leased,49.173199,Anderson,-123.140011
2018,JUL,Richmond,5840 Cedarbridge Way,BC,CA,B0068188,1133.04,SQ-M,Leased,49.17241667,Anderson,-123.1416389
2018,JUL,Richmond,7577 Elmbridge Way,BC,CA,B0092075,4812.62,SQ-M,Leased,49.17236111,Anderson,-123.1410556
2018,JUL,Richmond,8100 Granville Ave.,BC,CA,B0092022,1315.96,SQ-M,Leased,49.16259,Anderson,-123.133956
2018,JUL,Rossland,2288 Columbia Ave.,BC,CA,B0033621,1175.9,SQ-M,Owned,49.07713889,Anderson,-117.7956667
2018,JUL,Rossland,2288 Columbia Ave.,BC,CA,N0001286,0.3468,HA,Owned,,Anderson,
2018,JUL,Saanich,1150 Mckenzie Ave.,BC,CA,B0065532,1873.3,SQ-M,Leased,48.47097222,Anderson,-123.3599722
2018,JUL,Saanich,3200 Shelbourne St.,BC,CA,B0067611,250.7,SQ-M,Leased,48.456159,Anderson,-123.332925
